id,timestamp,remote_addr,remote_user,hostname,time_local,request,status,body_bytes_sent,http_referer,http_user_agent,http_x_forwarded_for,time_iso8601,request_method,request_length,bytes_sent,http_referer2,request_time,upstream_connect_time,upstream_header_time,upstream_response_time,upstream_addr,upstream_status,connection,connection_requests,data.srcip,agent.ip,rule.mitre.tactic
2541,"Aug 29, 2023 @ 23:45:19.967",140.213.40.98,-,vm-director-nginx,30/Aug/2023:06:45:19 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:45:19+07:00,GET,42,330,-,0.002,0.001,0.002,0.002,10.45.184.148:32442,404,688762509,4,140.213.40.98,192.168.1.99,"[""non-attack""]"
2542,"Aug 29, 2023 @ 23:45:21.975",36.79.242.115,-,vm-director-nginx,30/Aug/2023:06:45:20 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T06:45:20+07:00,GET,72,330,-,0.002,0.001,0.002,0.002,10.45.184.154:32442,404,688762832,2,36.79.242.115,192.168.1.99,"[""non-attack""]"
2543,"Aug 29, 2023 @ 23:45:21.977",202.80.214.110,-,vm-director-nginx,30/Aug/2023:06:45:20 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:45:20+07:00,GET,81,330,-,0.002,0,0.002,0.002,10.45.184.148:32442,404,688763150,2,202.80.214.110,192.168.1.99,"[""non-attack""]"
2544,"Aug 29, 2023 @ 23:45:21.979",36.79.242.115,-,vm-director-nginx,30/Aug/2023:06:45:20 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T06:45:20+07:00,GET,34,330,-,0.002,0.001,0.002,0.002,10.45.184.148:32442,404,688762832,3,36.79.242.115,192.168.1.99,"[""non-attack""]"
2545,"Aug 29, 2023 @ 23:45:27.967",36.79.242.115,-,vm-director-nginx,30/Aug/2023:06:45:27 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T06:45:27+07:00,GET,34,330,-,0.002,0.001,0.003,0.003,10.45.184.154:32442,404,688762832,6,36.79.242.115,192.168.1.99,"[""non-attack""]"
2546,"Aug 29, 2023 @ 23:45:27.990",36.71.32.214,-,vm-director-nginx,30/Aug/2023:06:45:27 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",-,2023-08-30T06:45:27+07:00,GET,78,330,-,0.003,0,0.002,0.002,10.45.184.154:32442,404,688763517,2,36.71.32.214,192.168.1.99,"[""non-attack""]"
2547,"Aug 29, 2023 @ 23:45:27.990",125.166.1.160,-,vm-director-nginx,30/Aug/2023:06:45:27 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:45:27+07:00,GET,82,330,-,0.002,0.001,0.003,0.003,10.45.184.148:32442,404,688763413,2,125.166.1.160,192.168.1.99,"[""non-attack""]"
2548,"Aug 29, 2023 @ 23:46:10.016",36.71.116.108,-,vm-director-nginx,30/Aug/2023:06:46:09 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T06:46:09+07:00,GET,37,330,-,0.001,0,0.001,0.001,10.45.184.154:32442,404,688766180,4,36.71.116.108,192.168.1.99,"[""non-attack""]"
2549,"Aug 29, 2023 @ 23:46:12.005",125.166.13.251,-,vm-director-nginx,30/Aug/2023:06:46:11 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T06:46:11+07:00,GET,83,330,-,0.002,0,0.001,0.001,10.45.184.148:32442,404,688766415,2,125.166.13.251,192.168.1.99,"[""non-attack""]"
2550,"Aug 29, 2023 @ 23:45:59.996",125.166.2.44,-,vm-director-nginx,30/Aug/2023:06:45:58 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:82.0) Gecko/20100101 Firefox/82.0,-,2023-08-30T06:45:58+07:00,GET,36,330,-,0.002,0,0.001,0.001,10.45.184.148:32442,404,688765561,4,125.166.2.44,192.168.1.99,"[""non-attack""]"
2551,"Aug 29, 2023 @ 23:46:01.996",125.160.22.204,-,vm-director-nginx,30/Aug/2023:06:46:00 +0700,GET /.well-known/assetlinks.json HTTP/2.0,404,74,-,"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-A528B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/20.0 Chrome/106.0.5249.126 Mobile Safari/537.36",-,2023-08-30T06:46:00+07:00,GET,249,142,-,0.001,0,0.001,0.001,10.45.184.148:32442,404,688765885,1,125.160.22.204,192.168.1.99,"[""non-attack""]"
2552,"Aug 29, 2023 @ 23:46:02.013",10.22.253.150,-,vm-director-nginx,30/Aug/2023:06:46:00 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:46:00+07:00,GET,84,330,-,0.002,0.001,0.001,0.001,10.45.184.148:32442,404,688765697,2,10.22.253.150,192.168.1.99,"[""non-attack""]"
2553,"Aug 29, 2023 @ 23:46:02.030",182.4.135.173,-,vm-director-nginx,30/Aug/2023:06:46:01 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 12; CPH2235) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:46:01+07:00,GET,83,330,-,0.002,0.001,0.003,0.003,10.45.184.154:32442,404,688765936,2,182.4.135.173,192.168.1.99,"[""non-attack""]"
2554,"Aug 29, 2023 @ 23:45:33.981",125.166.2.246,-,vm-director-nginx,30/Aug/2023:06:45:32 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-A245F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/22.0 Chrome/111.0.5563.116 Mobile Safari/537.36",-,2023-08-30T06:45:32+07:00,GET,102,330,-,0.001,0.001,0.002,0.002,10.45.184.148:32442,404,688763755,2,125.166.2.246,192.168.1.99,"[""non-attack""]"
2555,"Aug 29, 2023 @ 23:45:34.007",10.200.210.184,-,vm-director-nginx,30/Aug/2023:06:45:32 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-G990E) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/22.0 Chrome/111.0.5563.116 Mobile Safari/537.36",-,2023-08-30T06:45:32+07:00,GET,38,330,-,0.002,0,0.001,0.001,10.45.184.148:32442,404,688763618,4,10.200.210.184,192.168.1.99,"[""non-attack""]"
2556,"Aug 29, 2023 @ 23:45:34.169",10.200.50.128,-,vm-director-nginx,30/Aug/2023:06:45:33 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:45:33+07:00,GET,84,330,-,0.001,0.001,0.002,0.002,10.45.184.154:32442,404,688763869,2,10.200.50.128,192.168.1.99,"[""non-attack""]"
2557,"Aug 29, 2023 @ 23:45:35.966",101.128.121.110,-,vm-director-nginx,30/Aug/2023:06:45:34 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",-,2023-08-30T06:45:34+07:00,GET,44,330,-,0.003,0.001,0.002,0.002,10.45.184.148:32442,404,688761657,4,101.128.121.110,192.168.1.99,"[""non-attack""]"
2558,"Aug 29, 2023 @ 23:45:37.990",180.245.156.87,-,vm-director-nginx,30/Aug/2023:06:45:37 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:45:37+07:00,GET,86,330,-,0.002,0.001,0.002,0.002,10.45.184.148:32442,404,688764008,2,180.245.156.87,192.168.1.99,"[""non-attack""]"
2559,"Aug 29, 2023 @ 23:45:37.992",10.200.209.17,-,vm-director-nginx,30/Aug/2023:06:45:37 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-A520F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/22.0 Chrome/111.0.5563.116 Mobile Safari/537.36",-,2023-08-30T06:45:37+07:00,GET,102,330,-,0.003,0,0.002,0.002,10.45.184.154:32442,404,688763991,2,10.200.209.17,192.168.1.99,"[""non-attack""]"
2560,"Aug 29, 2023 @ 23:45:28.101",13.89.204.139,-,vm-director-nginx,30/Aug/2023:06:45:27 +0700,GET /sites/default/files/ HTTP/1.1,404,218,binance.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36",-,2023-08-30T06:45:27+07:00,GET,458,393,binance.com,0.002,0.001,0.001,0.001,10.45.184.143:32401,404,688763523,1,13.89.204.139,192.168.1.99,"[""non-attack""]"
2561,"Aug 29, 2023 @ 23:45:29.957",125.166.2.104,-,vm-director-nginx,30/Aug/2023:06:45:28 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 13; SM-A127F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:45:28+07:00,GET,81,330,-,0.002,0,0.002,0.002,10.45.184.154:32442,404,688763541,2,125.166.2.104,192.168.1.99,"[""non-attack""]"
2562,"Aug 29, 2023 @ 23:45:30.056",180.248.16.111,-,vm-director-nginx,30/Aug/2023:06:45:29 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; M2010J19CG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Mobile Safari/537.36",-,2023-08-30T06:45:29+07:00,GET,84,330,-,0.001,0.001,0.002,0.002,10.45.184.154:32442,404,688763622,2,180.248.16.111,192.168.1.99,"[""non-attack""]"
2563,"Aug 29, 2023 @ 23:45:31.985",125.160.197.213,-,vm-director-nginx,30/Aug/2023:06:45:31 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:45:31+07:00,GET,76,330,-,0.002,0.001,0.002,0.002,10.45.184.148:32442,404,688763700,2,125.160.197.213,192.168.1.99,"[""non-attack""]"
2564,"Aug 29, 2023 @ 23:46:04.024",36.90.54.229,-,vm-director-nginx,30/Aug/2023:06:46:03 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:46:03+07:00,GET,41,330,-,0.002,0.001,0.002,0.002,10.45.184.154:32442,404,688765947,4,36.90.54.229,192.168.1.99,"[""non-attack""]"
2565,"Aug 29, 2023 @ 23:46:06.012",114.5.244.243,-,vm-director-nginx,30/Aug/2023:06:46:04 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",-,2023-08-30T06:46:04+07:00,GET,41,330,-,0.002,0.001,0.002,0.002,10.45.184.148:32442,404,688765689,4,114.5.244.243,192.168.1.99,"[""non-attack""]"
2566,"Aug 29, 2023 @ 23:46:07.983",103.171.147.88,-,vm-director-nginx,30/Aug/2023:06:46:07 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-G990E) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/22.0 Chrome/111.0.5563.116 Mobile Safari/537.36",-,2023-08-30T06:46:07+07:00,GET,102,330,-,0.002,0,0.002,0.002,10.45.184.154:32442,404,688766172,2,103.171.147.88,192.168.1.99,"[""non-attack""]"
2567,"Aug 29, 2023 @ 23:46:07.987",36.71.116.108,-,vm-director-nginx,30/Aug/2023:06:46:07 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T06:46:07+07:00,GET,75,330,-,0.002,0,0.001,0.001,10.45.184.154:32442,404,688766180,2,36.71.116.108,192.168.1.99,"[""non-attack""]"
2568,"Aug 29, 2023 @ 23:45:53.976",202.80.216.143,-,vm-director-nginx,30/Aug/2023:06:45:52 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T06:45:52+07:00,GET,71,330,-,0.003,0,0.002,0.002,10.45.184.148:32442,404,688765015,2,202.80.216.143,192.168.1.99,"[""non-attack""]"
2569,"Aug 29, 2023 @ 23:45:53.985",114.79.16.101,-,vm-director-nginx,30/Aug/2023:06:45:52 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:45:52+07:00,GET,82,330,-,0.001,0.001,0.002,0.002,10.45.184.154:32442,404,688764983,2,114.79.16.101,192.168.1.99,"[""non-attack""]"
2570,"Aug 29, 2023 @ 23:45:55.987",180.248.3.31,-,vm-director-nginx,30/Aug/2023:06:45:53 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:45:53+07:00,GET,41,330,-,0.003,0,0.002,0.002,10.45.184.148:32442,404,688764936,7,180.248.3.31,192.168.1.99,"[""non-attack""]"
2571,"Aug 29, 2023 @ 23:45:56.014",182.4.134.135,-,vm-director-nginx,30/Aug/2023:06:45:55 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T06:45:55+07:00,GET,80,330,-,0.001,0.001,0.002,0.002,10.45.184.148:32442,404,688765288,2,182.4.134.135,192.168.1.99,"[""non-attack""]"
2572,"Aug 29, 2023 @ 23:45:58.003",10.200.226.82,-,vm-director-nginx,30/Aug/2023:06:45:56 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T06:45:56+07:00,GET,77,330,-,0.002,0,0.002,0.002,10.45.184.154:32442,404,688765430,2,10.200.226.82,192.168.1.99,"[""non-attack""]"
2573,"Aug 29, 2023 @ 23:45:58.032",125.167.85.229,-,vm-director-nginx,30/Aug/2023:06:45:57 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:45:57+07:00,GET,75,330,-,0.002,0,0.001,0.001,10.45.184.148:32442,404,688765469,2,125.167.85.229,192.168.1.99,"[""non-attack""]"
2574,"Aug 29, 2023 @ 23:45:40.020",120.188.82.232,-,vm-director-nginx,30/Aug/2023:06:45:39 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:45:39+07:00,GET,80,330,-,0.003,0.001,0.002,0.002,10.45.184.154:32442,404,688764111,2,120.188.82.232,192.168.1.99,"[""non-attack""]"
2575,"Aug 29, 2023 @ 23:45:40.177",13.89.204.139,-,vm-director-nginx,30/Aug/2023:06:45:38 +0700,GET /images/ HTTP/1.1,404,205,binance.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36",-,2023-08-30T06:45:38+07:00,GET,445,380,binance.com,0.001,0,0.001,0.001,10.45.184.142:32401,404,688764080,1,13.89.204.139,192.168.1.99,"[""non-attack""]"
2576,"Aug 29, 2023 @ 23:45:43.958",118.99.112.7,-,vm-director-nginx,30/Aug/2023:06:45:41 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:45:41+07:00,GET,85,330,-,0.001,0.001,0.002,0.002,10.45.184.148:32442,404,688764256,2,118.99.112.7,192.168.1.99,"[""non-attack""]"
2577,"Aug 29, 2023 @ 23:45:43.962",117.103.69.179,-,vm-director-nginx,30/Aug/2023:06:45:42 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 9; RMX1941) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:45:42+07:00,GET,81,330,-,0.002,0.001,0.002,0.002,10.45.184.148:32442,404,688764325,2,117.103.69.179,192.168.1.99,"[""non-attack""]"
2578,"Aug 29, 2023 @ 23:45:43.979",10.22.253.195,-,vm-director-nginx,30/Aug/2023:06:45:43 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:45:43+07:00,GET,351,330,-,0.001,0.001,0.002,0.002,10.45.184.154:32442,404,688764380,2,10.22.253.195,192.168.1.99,"[""non-attack""]"
2579,"Aug 29, 2023 @ 23:45:45.987",125.166.2.154,-,vm-director-nginx,30/Aug/2023:06:45:44 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 11; RMX1971) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:45:44+07:00,GET,84,330,-,0.002,0.001,0.002,0.002,10.45.184.154:32442,404,688764532,2,125.166.2.154,192.168.1.99,"[""non-attack""]"
2580,"Aug 29, 2023 @ 23:46:46.065",10.200.194.87,-,vm-director-nginx,30/Aug/2023:06:46:45 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T06:46:45+07:00,GET,87,330,-,0.002,0,0.001,0.001,10.45.184.154:32442,404,688768288,2,10.200.194.87,192.168.1.99,"[""non-attack""]"
2581,"Aug 29, 2023 @ 23:46:46.120",180.248.3.31,-,vm-director-nginx,30/Aug/2023:06:46:44 +0700,POST /lib/ajax/service.php?sesskey=SSLYStuT78&info=core_calendar_get_action_events_by_timesort HTTP/2.0,200,67,https://vlm2.notrealdomain.com/my/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:46:44+07:00,POST,270,250,https://vlm2.notrealdomain.com/my/,0.082,0,0.077,0.077,10.45.184.143:32401,200,688764199,306,180.248.3.31,192.168.1.99,"[""Impact""]"
2582,"Aug 29, 2023 @ 23:46:48.096",10.200.0.78,-,vm-director-nginx,30/Aug/2023:06:46:46 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T06:46:46+07:00,GET,79,330,-,0.001,0,0,0,10.45.184.154:32442,404,688768372,2,10.200.0.78,192.168.1.99,"[""non-attack""]"
2583,"Aug 29, 2023 @ 23:46:48.128",10.200.194.104,-,vm-director-nginx,30/Aug/2023:06:46:47 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-F721B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/22.0 Chrome/111.0.5563.116 Mobile Safari/537.36",-,2023-08-30T06:46:47+07:00,GET,344,331,-,0.003,0.001,0.002,0.002,10.45.184.148:32442,404,688768520,1,10.200.194.104,192.168.1.99,"[""non-attack""]"
2584,"Aug 29, 2023 @ 23:46:36.062",180.248.3.31,-,vm-director-nginx,30/Aug/2023:06:46:34 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:46:34+07:00,GET,79,330,-,0.002,0,0.001,0.001,10.45.184.154:32442,404,688764936,10,180.248.3.31,192.168.1.99,"[""non-attack""]"
2585,"Aug 29, 2023 @ 23:46:20.019",10.23.145.100,-,vm-director-nginx,30/Aug/2023:06:46:18 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:46:18+07:00,GET,367,330,-,0.002,0,0.001,0.001,10.45.184.154:32442,404,688766681,2,10.23.145.100,192.168.1.99,"[""non-attack""]"
2586,"Aug 29, 2023 @ 23:46:20.065",139.195.153.140,-,vm-director-nginx,30/Aug/2023:06:46:19 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:46:19+07:00,GET,84,330,-,0.002,0,0.002,0.002,10.45.184.154:32442,404,688766734,2,139.195.153.140,192.168.1.99,"[""non-attack""]"
2587,"Aug 29, 2023 @ 23:46:20.088",182.4.134.135,-,vm-director-nginx,30/Aug/2023:06:46:19 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T06:46:19+07:00,GET,42,330,-,0.002,0.001,0.001,0.001,10.45.184.154:32442,404,688765288,4,182.4.134.135,192.168.1.99,"[""non-attack""]"
2588,"Aug 29, 2023 @ 23:46:22.006",182.4.132.49,-,vm-director-nginx,30/Aug/2023:06:46:20 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; RMX2185) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36",-,2023-08-30T06:46:20+07:00,GET,83,330,-,0.002,0,0.002,0.002,10.45.184.148:32442,404,688766688,2,182.4.132.49,192.168.1.99,"[""non-attack""]"
2589,"Aug 29, 2023 @ 23:46:40.043",182.4.132.75,-,vm-director-nginx,30/Aug/2023:06:46:38 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:46:38+07:00,GET,83,330,-,0.002,0,0.001,0.001,10.45.184.154:32442,404,688767711,2,182.4.132.75,192.168.1.99,"[""non-attack""]"
2590,"Aug 29, 2023 @ 23:46:40.045",114.4.217.31,-,vm-director-nginx,30/Aug/2023:06:46:38 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:46:38+07:00,GET,84,330,-,0.002,0,0.002,0.002,10.45.184.148:32442,404,688767715,2,114.4.217.31,192.168.1.99,"[""non-attack""]"
2591,"Aug 29, 2023 @ 23:46:40.061",182.4.134.175,-,vm-director-nginx,30/Aug/2023:06:46:39 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",-,2023-08-30T06:46:39+07:00,GET,82,330,-,0.002,0,0.002,0.002,10.45.184.154:32442,404,688767758,2,182.4.134.175,192.168.1.99,"[""non-attack""]"
2592,"Aug 29, 2023 @ 23:46:40.077",118.99.125.13,-,vm-director-nginx,30/Aug/2023:06:46:39 +0700,GET /assets/images/pattern/dot3.svg HTTP/2.0,404,2343,https://mmd.notrealdomain.com/assets/827c7db8/css/theme.min.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T06:46:39+07:00,GET,142,2603,https://mmd.notrealdomain.com/assets/827c7db8/css/theme.min.css,0.008,0.001,0.008,0.008,175.45.185.12:80,404,688767730,3,118.99.125.13,192.168.1.99,"[""non-attack""]"
