id,timestamp,remote_addr,remote_user,hostname,time_local,request,status,body_bytes_sent,http_referer,http_user_agent,http_x_forwarded_for,time_iso8601,request_method,request_length,bytes_sent,http_referer2,request_time,upstream_connect_time,upstream_header_time,upstream_response_time,upstream_addr,upstream_status,connection,connection_requests,data.srcip,agent.ip,rule.mitre.tactic
0,"Aug 29, 2023 @ 17:00:03.058",114.4.220.184,-,vm-director-nginx,30/Aug/2023:00:00:02 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 11; Redmi Note 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.98 Mobile Safari/537.36",-,2023-08-30T00:00:02+07:00,GET,79,330,-,0.002,0.001,0.002,0.002,10.45.184.148:32442,404,688306444,2,114.4.220.184,192.168.1.99,"[""non-attack""]"
1,"Aug 29, 2023 @ 17:00:33.070",10.200.160.148,-,vm-director-nginx,30/Aug/2023:00:00:31 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T00:00:31+07:00,GET,79,330,-,0.002,0,0.002,0.002,10.45.184.154:32442,404,688306865,2,10.200.160.148,192.168.1.99,"[""non-attack""]"
2,"Aug 29, 2023 @ 17:00:33.072",180.248.46.18,-,vm-director-nginx,30/Aug/2023:00:00:31 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",-,2023-08-30T00:00:31+07:00,GET,92,330,-,0.003,0.001,0.002,0.002,10.45.184.148:32442,404,688306855,2,180.248.46.18,192.168.1.99,"[""non-attack""]"
3,"Aug 29, 2023 @ 17:00:33.076",125.166.3.1,-,vm-director-nginx,30/Aug/2023:00:00:32 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 12; M2003J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",-,2023-08-30T00:00:32+07:00,GET,81,330,-,0.002,0,0.002,0.002,10.45.184.154:32442,404,688306869,2,125.166.3.1,192.168.1.99,"[""non-attack""]"
4,"Aug 29, 2023 @ 17:00:59.118",103.108.23.13,-,vm-director-nginx,30/Aug/2023:00:00:58 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T00:00:58+07:00,GET,82,330,-,0.003,0.001,0.003,0.003,10.45.184.154:32442,404,688307225,2,103.108.23.13,192.168.1.99,"[""non-attack""]"
5,"Aug 29, 2023 @ 17:00:57.111",147.28.178.30,-,vm-director-nginx,30/Aug/2023:00:00:55 +0700,GET /assets/images/pattern/dot3.svg HTTP/2.0,404,2345,https://mmd.notrealdomain.com/assets/827c7db8/css/theme.min.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T00:00:55+07:00,GET,83,2606,https://mmd.notrealdomain.com/assets/827c7db8/css/theme.min.css,0.008,0.001,0.009,0.009,175.45.185.12:80,404,688307186,5,147.28.178.30,192.168.1.99,"[""non-attack""]"
6,"Aug 29, 2023 @ 17:01:11.166",147.28.178.30,-,vm-director-nginx,30/Aug/2023:00:01:10 +0700,GET /assets/images/pattern/dot3.svg HTTP/2.0,404,2423,https://mmd.notrealdomain.com/assets/827c7db8/css/theme.min.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T00:01:10+07:00,GET,84,2679,https://mmd.notrealdomain.com/assets/827c7db8/css/theme.min.css,1.182,0.001,0.025,0.025,175.45.185.12:80,404,688307272,22,147.28.178.30,192.168.1.99,"[""non-attack""]"
7,"Aug 29, 2023 @ 17:00:51.092",125.166.3.92,-,vm-director-nginx,30/Aug/2023:00:00:49 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36",-,2023-08-30T00:00:49+07:00,GET,81,330,-,0.003,0,0.001,0.001,10.45.184.148:32442,404,688307025,2,125.166.3.92,192.168.1.99,"[""non-attack""]"
8,"Aug 29, 2023 @ 17:01:55.171",114.4.217.1,-,vm-director-nginx,30/Aug/2023:00:01:55 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 Edg/116.0.1938.62",-,2023-08-30T00:01:55+07:00,GET,449,331,-,0.003,0.001,0.002,0.002,10.45.184.154:32442,404,688307917,1,114.4.217.1,192.168.1.99,"[""non-attack""]"
9,"Aug 29, 2023 @ 17:01:57.171",40.86.96.183,-,vm-director-nginx,30/Aug/2023:00:01:55 +0700,GET /wp-admin/css/ HTTP/1.1,404,211,binance.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36",-,2023-08-30T00:01:55+07:00,GET,451,386,binance.com,0.001,0.001,0.001,0.001,10.45.184.143:32401,404,688307923,1,40.86.96.183,192.168.1.99,"[""non-attack""]"
10,"Aug 29, 2023 @ 17:02:03.172",125.166.2.169,-,vm-director-nginx,30/Aug/2023:00:02:02 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T00:02:02+07:00,GET,78,330,-,0.002,0,0.001,0.001,10.45.184.154:32442,404,688307962,2,125.166.2.169,192.168.1.99,"[""non-attack""]"
11,"Aug 29, 2023 @ 17:02:03.182",40.86.96.183,-,vm-director-nginx,30/Aug/2023:00:02:01 +0700,GET /.well-known/ HTTP/1.1,404,210,binance.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36",-,2023-08-30T00:02:01+07:00,GET,450,385,binance.com,0.001,0,0.001,0.001,10.45.184.143:32401,404,688307954,1,40.86.96.183,192.168.1.99,"[""non-attack""]"
12,"Aug 29, 2023 @ 17:01:35.149",103.171.147.64,-,vm-director-nginx,30/Aug/2023:00:01:33 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T00:01:33+07:00,GET,75,330,-,0.002,0,0.002,0.002,10.45.184.148:32442,404,688307646,2,103.171.147.64,192.168.1.99,"[""non-attack""]"
13,"Aug 29, 2023 @ 17:01:39.151",202.58.200.245,-,vm-director-nginx,30/Aug/2023:00:01:38 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T00:01:38+07:00,GET,86,330,-,0.003,0.001,0.002,0.002,10.45.184.148:32442,404,688307694,2,202.58.200.245,192.168.1.99,"[""non-attack""]"
14,"Aug 29, 2023 @ 17:01:43.150",165.227.188.42,-,vm-director-nginx,30/Aug/2023:00:01:42 +0700,GET /sitemap.xml HTTP/1.1,502,157,-,-,-,2023-08-30T00:01:42+07:00,GET,78,380,-,0.001,"-, -, -","-, -, -","0.000, 0.001, 0.000","10.45.184.136:31168, 10.45.184.135:31168, 10.45.184.134:31168 502, 502,",502,688307774,1,165.227.188.42,192.168.1.99,"[""non-attack""]"
15,"Aug 29, 2023 @ 17:01:43.162",180.248.26.157,-,vm-director-nginx,30/Aug/2023:00:01:42 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T00:01:42+07:00,GET,47,330,-,0.001,0.001,0.002,0.002,10.45.184.154:32442,404,688307710,6,180.248.26.157,192.168.1.99,"[""non-attack""]"
16,"Aug 29, 2023 @ 17:01:43.175",182.1.66.235,-,vm-director-nginx,30/Aug/2023:00:01:43 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A305F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/22.0 Chrome/111.0.5563.116 Mobile Safari/537.36",-,2023-08-30T00:01:43+07:00,GET,75,330,-,0.003,0.001,0.003,0.003,10.45.184.154:32442,404,688307791,2,182.1.66.235,192.168.1.99,"[""non-attack""]"
17,"Aug 29, 2023 @ 17:02:13.183",182.4.135.96,-,vm-director-nginx,30/Aug/2023:00:02:12 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T00:02:12+07:00,GET,83,330,-,0.003,0,0.002,0.002,10.45.184.148:32442,404,688308144,2,182.4.135.96,192.168.1.99,"[""non-attack""]"
18,"Aug 29, 2023 @ 17:02:59.250",111.94.84.47,-,vm-director-nginx,30/Aug/2023:00:02:57 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T00:02:57+07:00,GET,84,330,-,0.002,0,0.001,0.001,10.45.184.148:32442,404,688308827,2,111.94.84.47,192.168.1.99,"[""non-attack""]"
19,"Aug 29, 2023 @ 17:02:27.201",182.4.135.56,-,vm-director-nginx,30/Aug/2023:00:02:25 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-J610F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/22.0 Chrome/111.0.5563.116 Mobile Safari/537.36",-,2023-08-30T00:02:25+07:00,GET,102,330,-,0.002,0,0.001,0.001,10.45.184.148:32442,404,688308256,2,182.4.135.56,192.168.1.99,"[""non-attack""]"
20,"Aug 29, 2023 @ 17:03:25.264",111.94.85.20,-,vm-director-nginx,30/Aug/2023:00:03:23 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T00:03:23+07:00,GET,79,330,-,0.002,0.001,0.002,0.002,10.45.184.154:32442,404,688309563,2,111.94.85.20,192.168.1.99,"[""non-attack""]"
21,"Aug 29, 2023 @ 17:03:43.285",101.128.120.87,-,vm-director-nginx,30/Aug/2023:00:03:42 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T00:03:42+07:00,GET,37,330,-,0.003,0,0.002,0.002,10.45.184.148:32442,404,688309929,6,101.128.120.87,192.168.1.99,"[""non-attack""]"
22,"Aug 29, 2023 @ 17:03:33.333",101.128.120.87,-,vm-director-nginx,30/Aug/2023:00:03:33 +0700,GET /assets/images/pattern/dot3.svg HTTP/2.0,404,2342,https://mmd.notrealdomain.com/assets/827c7db8/css/theme.min.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T00:03:33+07:00,GET,80,2602,https://mmd.notrealdomain.com/assets/827c7db8/css/theme.min.css,0.587,0,0.009,0.009,175.45.185.12:80,404,688309782,26,101.128.120.87,192.168.1.99,"[""non-attack""]"
23,"Aug 29, 2023 @ 17:03:03.241",125.166.1.162,-,vm-director-nginx,30/Aug/2023:00:03:01 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T00:03:01+07:00,GET,81,330,-,0.002,0,0.002,0.002,10.45.184.154:32442,404,688308855,2,125.166.1.162,192.168.1.99,"[""non-attack""]"
24,"Aug 29, 2023 @ 17:03:47.300",125.166.12.5,-,vm-director-nginx,30/Aug/2023:00:03:47 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T00:03:47+07:00,GET,80,330,-,0.002,0.001,0.002,0.002,10.45.184.154:32442,404,688310282,2,125.166.12.5,192.168.1.99,"[""non-attack""]"
25,"Aug 29, 2023 @ 17:03:07.309",140.213.58.54,-,vm-director-nginx,30/Aug/2023:00:03:05 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,Mozilla/5.0 (Android 12; Mobile; rv:109.0) Gecko/116.0 Firefox/116.0,-,2023-08-30T00:03:05+07:00,GET,41,330,-,0.003,0.001,0.003,0.003,10.45.184.154:32442,404,688308908,4,140.213.58.54,192.168.1.99,"[""non-attack""]"
26,"Aug 29, 2023 @ 17:03:35.359",125.166.13.28,-,vm-director-nginx,30/Aug/2023:00:03:33 +0700,GET /assets/images/pattern/dot3.svg HTTP/2.0,404,2345,https://mmd.notrealdomain.com/,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",-,2023-08-30T00:03:33+07:00,GET,38,2605,https://mmd.notrealdomain.com/,0.009,0.001,0.009,0.009,175.45.185.12:80,404,688309863,26,125.166.13.28,192.168.1.99,"[""non-attack""]"
27,"Aug 29, 2023 @ 17:03:39.288",202.80.216.89,-,vm-director-nginx,30/Aug/2023:00:03:37 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 Edg/116.0.1938.62",-,2023-08-30T00:03:37+07:00,GET,37,330,-,0.002,0.001,0.003,0.003,10.45.184.154:32442,404,688309795,4,202.80.216.89,192.168.1.99,"[""non-attack""]"
28,"Aug 29, 2023 @ 17:04:15.319",125.163.139.113,-,vm-director-nginx,30/Aug/2023:00:04:13 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 13; SM-A715F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",-,2023-08-30T00:04:13+07:00,GET,41,330,-,0.002,0.001,0.002,0.002,10.45.184.154:32442,404,688310703,6,125.163.139.113,192.168.1.99,"[""non-attack""]"
29,"Aug 29, 2023 @ 17:04:19.337",123.253.232.166,-,vm-director-nginx,30/Aug/2023:00:04:18 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T00:04:18+07:00,GET,87,330,-,0.003,0,0.002,0.002,10.45.184.148:32442,404,688310978,2,123.253.232.166,192.168.1.99,"[""non-attack""]"
30,"Aug 29, 2023 @ 17:03:55.327",202.80.217.133,-,vm-director-nginx,30/Aug/2023:00:03:54 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",-,2023-08-30T00:03:54+07:00,GET,366,330,-,0.001,0,0.001,0.001,10.45.184.154:32442,404,688310181,5,202.80.217.133,192.168.1.99,"[""non-attack""]"
31,"Aug 29, 2023 @ 17:04:03.311",103.213.129.17,-,vm-director-nginx,30/Aug/2023:00:04:01 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T00:04:01+07:00,GET,42,330,-,0.002,0,0.002,0.002,10.45.184.148:32442,404,688310696,4,103.213.129.17,192.168.1.99,"[""non-attack""]"
32,"Aug 29, 2023 @ 17:04:05.318",118.99.127.193,-,vm-director-nginx,30/Aug/2023:00:04:03 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T00:04:03+07:00,GET,83,330,-,0.002,0.001,0.003,0.003,10.45.184.154:32442,404,688310729,2,118.99.127.193,192.168.1.99,"[""non-attack""]"
33,"Aug 29, 2023 @ 17:05:13.383",202.80.214.68,-,vm-director-nginx,30/Aug/2023:00:05:11 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",-,2023-08-30T00:05:11+07:00,GET,86,330,-,0.003,0.001,0.002,0.002,10.45.184.148:32442,404,688312061,2,202.80.214.68,192.168.1.99,"[""non-attack""]"
34,"Aug 29, 2023 @ 17:04:39.347",118.99.125.4,-,vm-director-nginx,30/Aug/2023:00:04:38 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T00:04:38+07:00,GET,81,330,-,0.002,0,0.002,0.002,10.45.184.154:32442,404,688311271,2,118.99.125.4,192.168.1.99,"[""non-attack""]"
35,"Aug 29, 2023 @ 17:05:01.370",202.154.184.131,-,vm-director-nginx,30/Aug/2023:00:05:01 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",-,2023-08-30T00:05:01+07:00,GET,187,330,-,0.002,0.001,0.002,0.002,10.45.184.148:32442,404,688311766,1,202.154.184.131,192.168.1.99,"[""non-attack""]"
36,"Aug 29, 2023 @ 17:05:03.382",103.171.162.174,-,vm-director-nginx,30/Aug/2023:00:05:01 +0700,GET /assets/images/pattern/dot3.svg HTTP/2.0,404,2421,https://mmd.notrealdomain.com/assets/827c7db8/css/theme.min.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T00:05:01+07:00,GET,83,2678,https://mmd.notrealdomain.com/assets/827c7db8/css/theme.min.css,0.013,0,0.012,0.012,175.45.185.12:80,404,688311742,8,103.171.162.174,192.168.1.99,"[""non-attack""]"
37,"Aug 29, 2023 @ 17:04:45.349",125.163.132.71,-,vm-director-nginx,30/Aug/2023:00:04:44 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",-,2023-08-30T00:04:44+07:00,GET,40,330,-,0.003,0.001,0.002,0.002,10.45.184.154:32442,404,688311296,4,125.163.132.71,192.168.1.99,"[""non-attack""]"
38,"Aug 29, 2023 @ 17:05:43.445",66.96.233.60,-,vm-director-nginx,30/Aug/2023:00:05:42 +0700,POST /lib/ajax/service.php?sesskey=FyapD11LyJ&info=core_get_user_dates HTTP/2.0,200,98,https://vlm2.notrealdomain.com/my/,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G955F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.0 Chrome/83.0.4103.106 Mobile Safari/537.36",-,2023-08-30T00:05:42+07:00,POST,329,281,https://vlm2.notrealdomain.com/my/,0.033,0.001,0.03,0.03,10.45.184.157:32401,200,688312591,181,66.96.233.60,192.168.1.99,"[""Impact""]"
39,"Aug 29, 2023 @ 17:05:47.416",140.213.48.74,-,vm-director-nginx,30/Aug/2023:00:05:47 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",-,2023-08-30T00:05:47+07:00,GET,36,330,-,0.002,0,0.001,0.001,10.45.184.154:32442,404,688312828,6,140.213.48.74,192.168.1.99,"[""non-attack""]"
40,"Aug 29, 2023 @ 17:05:35.431",66.96.233.60,-,vm-director-nginx,30/Aug/2023:00:05:35 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G955F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.0 Chrome/83.0.4103.106 Mobile Safari/537.36",-,2023-08-30T00:05:35+07:00,GET,47,330,-,0.003,0.001,0.003,0.003,10.45.184.148:32442,404,688312759,7,66.96.233.60,192.168.1.99,"[""non-attack""]"
41,"Aug 29, 2023 @ 17:05:37.412",114.4.217.1,-,vm-director-nginx,30/Aug/2023:00:05:36 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T00:05:36+07:00,GET,37,330,-,0.002,0,0.001,0.001,10.45.184.148:32442,404,688312872,4,114.4.217.1,192.168.1.99,"[""non-attack""]"
42,"Aug 29, 2023 @ 17:06:41.468",202.80.217.65,-,vm-director-nginx,30/Aug/2023:00:06:39 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1",-,2023-08-30T00:06:39+07:00,GET,46,330,-,0.003,0.001,0.003,0.003,10.45.184.154:32442,404,688314203,2,202.80.217.65,192.168.1.99,"[""non-attack""]"
43,"Aug 29, 2023 @ 17:06:41.474",140.213.58.219,-,vm-director-nginx,30/Aug/2023:00:06:40 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",-,2023-08-30T00:06:40+07:00,GET,75,330,-,0.002,0,0.002,0.002,10.45.184.148:32442,404,688314173,2,140.213.58.219,192.168.1.99,"[""non-attack""]"
44,"Aug 29, 2023 @ 17:06:15.445",202.80.217.5,-,vm-director-nginx,30/Aug/2023:00:06:15 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",-,2023-08-30T00:06:15+07:00,GET,37,330,-,0.001,0.001,0.002,0.002,10.45.184.148:32442,404,688313765,4,202.80.217.5,192.168.1.99,"[""non-attack""]"
45,"Aug 29, 2023 @ 17:06:19.448",202.80.217.5,-,vm-director-nginx,30/Aug/2023:00:06:18 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",-,2023-08-30T00:06:18+07:00,GET,37,330,-,0.002,0,0.001,0.001,10.45.184.154:32442,404,688313765,7,202.80.217.5,192.168.1.99,"[""non-attack""]"
46,"Aug 29, 2023 @ 17:06:51.486",202.80.219.125,-,vm-director-nginx,30/Aug/2023:00:06:50 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36 Edg/116.0.1938.54",-,2023-08-30T00:06:50+07:00,GET,83,330,-,0.002,0,0.001,0.001,10.45.184.148:32442,404,688314656,2,202.80.219.125,192.168.1.99,"[""non-attack""]"
47,"Aug 29, 2023 @ 17:06:11.442",182.1.107.189,-,vm-director-nginx,30/Aug/2023:00:06:10 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T00:06:10+07:00,GET,44,330,-,0.002,0,0.001,0.001,10.45.184.148:32442,404,688313709,4,182.1.107.189,192.168.1.99,"[""non-attack""]"
48,"Aug 29, 2023 @ 17:06:33.465",125.166.12.230,-,vm-director-nginx,30/Aug/2023:00:06:33 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T00:06:33+07:00,GET,78,330,-,0.003,0,0.003,0.003,10.45.184.148:32442,404,688314131,2,125.166.12.230,192.168.1.99,"[""non-attack""]"
49,"Aug 29, 2023 @ 17:05:31.419",66.96.233.60,-,vm-director-nginx,30/Aug/2023:00:05:31 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G955F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/13.0 Chrome/83.0.4103.106 Mobile Safari/537.36",-,2023-08-30T00:05:31+07:00,GET,47,330,-,0.001,0,0.002,0.002,10.45.184.148:32442,404,688312759,4,66.96.233.60,192.168.1.99,"[""non-attack""]"
50,"Aug 29, 2023 @ 17:07:25.514",118.99.127.30,-,vm-director-nginx,30/Aug/2023:00:07:25 +0700,GET /auth/resources/ofl9o/login/ub/ HTTP/2.0,404,118,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",-,2023-08-30T00:07:25+07:00,GET,44,330,-,0.003,0.001,0.004,0.004,10.45.184.148:32442,404,688315255,4,118.99.127.30,192.168.1.99,"[""non-attack""]"
